cycle,time_s,current_A,voltage_V,temperature_C,capacity_Ah,SoC,SoP,SoH,SoC_CC,SoC_OCV
138,0.09500000000000242,-3.663267101527155,3.2460008786636303,25.397671563349537,0.0,0.0,1.0,0.9495460265133806,0.0,0.5681482372764186
142,0.03200000000000358,-3.663064409747839,3.258925472084767,25.103270713950987,0.0,0.0,1.0,0.9438939077777744,0.0,0.5705880883934377
146,0.07900000000000418,-3.684869412410472,3.2692690512059093,25.023575680044523,0.0,0.0,1.0,0.9384511028467348,0.0,0.5725407063405078
149,0.12599999999999767,-3.750655264382395,3.3033140359155366,24.177462816178217,0.0,0.0,1.0,0.9339452674357972,0.0,0.578967577288482
152,0.07900000000000773,-3.45723078561742,3.1336137688971912,28.13166286955645,0.0,0.0,0.9760023416275676,0.9722565915523628,0.0,0.5469322650313063
156,0.03200000000000358,-3.5412440147431115,3.194525311567972,27.25217992227596,0.0,0.0,1.0,0.9599105217821328,0.0,0.5584308933116837
160,0.09500000000000242,-3.5744732232808083,3.222452894613076,26.44358691393415,0.0,0.0,1.0,0.9517409462359092,0.0,0.563702946556841
164,0.03200000000000358,-3.61089870293044,3.235623629031344,26.085214001337505,0.0,0.0,1.0,0.9475103169441464,0.0,0.5661892631499664
168,0.03200000000000358,-3.639611422840837,3.253161660922962,25.808839905082884,0.0,0.0,1.0,0.9409129711526958,0.0,0.5695000200385432
172,0.0940000000000012,-3.631031388483906,3.2592554494686565,26.01689310574748,0.0,0.0,1.0,0.938274070397218,0.0,0.5706503801547675
176,0.017000000000003457,-3.652558047852112,3.2649322937796708,26.101878975372426,0.0,0.0,1.0,0.9352241451723584,0.0,0.5717220312684281
180,0.017000000000003013,-3.6543670254141096,3.279483281471355,25.934393065926137,0.0,0.0,1.0,0.929597132779026,0.0,0.5744689063473167
184,0.03200000000000358,-3.671875049505212,3.291206125801604,25.79360816557724,0.0,0.0,1.0,0.9248694410686784,0.0,0.5766818962574692
188,0.09400000000000475,-3.672509218918276,3.2971153140129523,25.66286004251001,0.0,0.0,1.0,0.9212222761694572,0.0,0.5777974082885522
192,0.016000000000005343,-3.697495904888725,3.300542688148963,26.063514286795737,0.0,0.0,1.0,0.9185906344961554,0.0,0.5784444137564776
196,0.09400000000000475,-3.699223631776353,3.305103439690288,26.084786478306427,0.0,0.0,1.0,0.9154736178093584,0.0,0.579305373508167
200,0.11000000000000298,-3.709177335259149,3.3082686726641857,26.04802399147428,0.0,0.0,1.0,0.9125178056561036,0.0,0.5799028930552315
204,0.07900000000000773,-3.715758585219568,3.3175201646841104,25.913186327764222,0.0,0.0,1.0,0.9077852645672864,0.0,0.5816493513308159
208,0.04800000000000182,-3.740291077407621,3.325912676457561,25.670300613990182,0.0,0.0,1.0,0.901655131747934,0.0,0.564911788903768
212,0.0940000000000012,-3.7401919874760297,3.3224316122949804,26.163135674750475,0.0,0.0,1.0,0.901941580147321,0.0,0.5825765140313434
215,0.03200000000000358,-3.733780688797436,3.323183986237931,26.418110708316668,0.0,0.0,1.0,0.8986573092298421,0.0,0.5827185440624097
218,0.03200000000000358,-3.741021320410516,3.334317071119612,26.135889759016457,0.0,0.0,1.0,0.8931651413575843,0.0,0.3870336820194186
222,0.0940000000000012,-3.739980501811112,3.334898622378469,25.996856556284616,0.0,0.0,1.0,0.8903736547923464,0.0,0.3747252123269116
226,0.03200000000000358,-3.754749438788794,3.340279532831896,25.864858932159667,0.0,0.0,1.0,0.8844130960828774,0.0,0.2608388227346202
230,0.03200000000000358,-3.752539379854498,3.340988893968416,25.911655422179013,0.0,0.0,1.0,0.8825949507471086,0.0,0.2458252707614708
234,0.03200000000000358,-3.756495517193588,3.3428891919042925,25.971081235943696,0.0,0.0,1.0,0.8791420980514729,0.0,0.2056056698333724
238,0.0940000000000012,-3.744765382806153,3.3438818828882586,25.984228041623368,0.0,0.0,1.0,0.8764682860565501,0.0,0.1845954721868514
242,0.0940000000000083,-3.7512382618887,3.3442903966987885,25.971320442826137,0.0,0.0,1.0,0.873653063654028,0.0,0.1759493214317856
246,0.07900000000000418,-3.760884531031473,3.348561399462872,25.903388983521225,0.0,0.0,1.0,0.8676292044388246,0.0,0.0855540084173498
250,0.11000000000000387,-3.749853410240243,3.349401479431822,25.942331420119395,0.0,0.0,1.0,0.8648281120751262,0.0,0.067773806449553
254,0.07900000000000063,-3.760643706961573,3.3484111036158017,25.919881081173507,0.0,0.0,1.0,0.8628887106700828,0.0,0.088735003816116
258,0.03200000000000358,-3.7624796093415975,3.3526814727062533,25.830553539408072,0.0,0.0,1.0,0.856875009945617,0.0,0.0
262,0.07900000000000063,-3.75723296715059,3.3525209936945446,25.783989978059207,0.0,0.0,1.0,0.8537064151867806,0.0,0.0017496234161991
265,0.01600000000000179,-3.770487005640762,3.3543970686874927,24.431735503792744,0.0,0.0,1.0,0.8518118447921993,0.0,0.0
268,0.015999999999998238,-3.792067298385232,3.3434425218637385,26.08528253477577,0.0,0.0,1.0,0.8590038597989182,0.0,0.1938945009001623
272,0.09400000000000341,-3.780997640483466,3.3483684039657065,25.49925581748692,0.0,0.0,1.0,0.8485578978290198,0.0,0.0896387373066278
276,0.09400000000000475,-3.7785963302065984,3.350035915668947,25.295876451679263,0.0,0.0,1.0,0.8425131797530764,0.0,0.0543460318939178
280,0.04800000000000182,-3.7792507114042633,3.351334769258969,25.56997455942416,0.0,0.0,1.0,0.839630990128035,0.0,0.0268559356998068
284,0.03200000000000358,-3.7809289932617984,3.3506128503723054,26.1497056412308,0.0,0.0,1.0,0.8395234534269134,0.0,0.0421352711007984
288,0.07900000000000063,-3.776967246564616,3.350128688133216,26.211312523757364,0.0,0.0,1.0,0.8364439181241604,0.0,0.0523825126901286
292,0.03200000000000358,-3.78147967181644,3.350828092683088,26.0481747463037,0.0,0.0,1.0,0.8339360958064067,0.0,0.0375796907999034
296,0.09499999999999975,-3.7861373580329056,3.3506354280124,25.77784990831346,0.0,0.0,1.0,0.8279750324706212,0.0,0.0416574177824576
300,0.09400000000000475,-3.7861841057200616,3.350922144041792,25.50559060966276,0.0,0.0,1.0,0.8229029595570397,0.0,0.035589103933279
304,0.03200000000000358,-3.791529502108569,3.35125780661867,26.03292631610852,0.0,0.0,1.0,0.8238282337435053,0.0,0.0284848416838418
308,0.03200000000000358,-3.793788356541067,3.3528581730372933,26.248538449555465,0.0,0.0,1.0,0.8200289863624033,0.0,0.0
315,0.07900000000000373,-3.798804009542813,3.354145458071941,24.47493129096493,0.0,0.0,1.0,0.8324695265696823,0.0,0.0
318,0.016000000000003567,-3.7814302641150186,3.348015808348912,26.737084642073857,0.0,0.0,1.0,0.8421014621901347,0.0,0.0971013855202246
322,0.03200000000000358,-3.770467706719141,3.3529759174446823,26.61042473968288,0.0,0.0,1.0,0.8337282148202219,0.0,0.0
326,0.09499999999999975,-3.7856876338390446,3.355218310740593,26.37490808268413,0.0,0.0,1.0,0.8247541564887984,0.0,0.0
330,0.04800000000000182,-3.7831325853036097,3.3540567989886063,26.180097580771555,0.0,0.0,1.0,0.8224840462117581,0.0,0.0
334,0.07900000000000418,-3.792785768996613,3.3543202199580766,26.107491731702137,0.0,0.0,1.0,0.8165762742677318,0.0,0.0
338,0.03200000000000358,-3.8005026292725193,3.3538194889943185,26.17856573573369,0.0,0.0,1.0,0.8142282867852496,0.0,0.0
342,0.07900000000000063,-3.796270846173496,3.3536880148349315,26.1939887276884,0.0,0.0,1.0,0.8107073683698169,0.0,0.0
346,0.03200000000000358,-3.7967349999162745,3.353396374532837,26.18606544497643,0.0,0.0,1.0,0.8083992055301354,0.0,0.0
350,0.03200000000000358,-3.79542316031964,3.354434207234332,26.16512159204002,0.0,0.0,1.0,0.8029601533412919,0.0,0.0
354,0.09500000000000375,-3.790160126869453,3.354272833395381,26.21303886441532,0.0,0.0,1.0,0.799811904773433,0.0,0.0
358,0.09500000000000375,-3.799571872012218,3.3532627894758096,26.213417194169665,0.0,0.0,1.0,0.7972672309284513,0.0,0.0
362,0.03200000000000358,-3.7990338355492006,3.353429498656367,26.17152741815063,0.0,0.0,1.0,0.794333764932177,0.0,0.0
366,0.03200000000000358,-3.803765155222497,3.3525780744031093,24.9639477574086,0.0,0.0,1.0,0.7990680866032551,0.0,0.0005415163737072
369,0.0010000000000034426,-3.788009229994056,3.3528818658863946,26.89460010167617,0.0,0.0,1.0,0.8067004645157209,0.0,0.0
373,0.016000000000003123,-3.780497203202185,3.3549736761488096,26.709357685416794,0.0,0.0,1.0,0.7970126809449929,0.0,0.0
377,0.06300000000000372,-3.78354069112842,3.353783910785033,26.53965606444316,0.0,0.0,1.0,0.786126768812731,0.0,0.0
381,0.0790000000000024,-3.786992198738482,3.352797565070414,26.29979853411413,0.0,0.0,1.0,0.7879242032049698,0.0,0.0
385,0.06300000000000239,-3.779886472168926,3.3534938324434367,26.381522053429585,0.0,0.0,1.0,0.7823109631820103,0.0,0.0
389,0.06300000000000239,-3.795520340383196,3.351842602525664,26.70552377547617,0.0,0.0,1.0,0.7827547447445803,0.0,0.0161076993633474
393,0.0010000000000047748,-3.793041693865281,3.352784743728,26.724760998615963,0.0,0.0,1.0,0.7807373554594348,0.0,0.0
397,0.0010000000000029985,-3.784631939017424,3.352559757232209,26.335196726754017,0.0,0.0,1.0,0.7743552533629201,0.0,0.0009291973209111
401,3.552713678800501e-15,-3.7881526416328097,3.3516897442147413,26.37010253835013,0.0,0.0,1.0,0.7707847245875447,0.0,0.0193429290332776
405,0.01600000000000179,-3.787652905735484,3.351713363551412,26.64407225167956,0.0,0.0,1.0,0.7715490245389708,0.0,0.0188430283192163
409,0.07900000000000773,-3.7934031719292136,3.35140366553188,26.848456088685303,0.0,0.0,1.0,0.7691243461144984,0.0,0.0253977535118516
413,0.016000000000005343,-3.7849188788658266,3.3518264434107543,26.63827897608944,0.0,0.0,1.0,0.7660365813383766,0.0,0.0164497052881815
417,0.016000000000005343,-3.7833729238324505,3.3507643062775467,26.441764237790125,0.0,0.0,1.0,0.7635507754123655,0.0,0.0389297231959108
421,0.0,-3.778321430367497,3.3505766058453985,26.34945765901601,0.0,0.0,1.0,0.7601867934517544,0.0,0.0429023826050003
425,0.06300000000000239,-3.7757654753765975,3.350429078451017,26.657814972656336,0.0,0.0,1.0,0.7599096249359738,0.0,0.0460247840011026
429,0.0010000000000012221,-3.784466502357455,3.351905116464544,27.00363937769836,0.0,0.0,1.0,0.7581407753778008,0.0,0.0147845985870248
432,0.016000000000003567,-3.803491370652066,3.3517957395366507,25.91429824508464,0.0,0.0,1.0,0.7741140822378264,0.0,0.0170995494731805
435,0.0009999999999976694,-3.789079576736508,3.351648116958036,27.04371390914814,0.0,0.0,1.0,0.7741003206011791,0.0,0.0202239654333106
439,0.01600000000000401,-3.772572137699855,3.3520081728180475,26.585070204662035,0.0,0.0,1.0,0.7631684669993916,0.0,0.0126034219763691
443,0.07900000000000063,-3.772643310988137,3.350690235802344,26.293860602152204,0.0,0.0,1.0,0.75754474572776,0.0,0.0404974168175075
447,0.0,-3.77909637061834,3.3498557087920315,26.221024810486167,0.0,0.0,1.0,0.7544996426956277,0.0,0.0581600910144395
451,0.0010000000000029985,-3.7805927268861135,3.3487260291497885,26.204379237175843,0.0,0.0,1.0,0.7520895232579382,0.0,0.0820696388436639
455,0.07900000000000373,-3.796749636800268,3.3472982873443136,26.211406709247463,0.0,0.0,1.0,0.7488517941112118,0.0,0.1122876402214735
459,0.10999999999999943,-3.7808181797700295,3.346522932588962,26.115398024954462,0.0,0.0,1.0,0.7466554854848264,0.0,0.1286979400219454
463,0.0010000000000038867,-3.7726316335985777,3.347387991583747,25.979776339246165,0.0,0.0,1.0,0.7437240600041297,0.0,0.1103890596655211
467,0.06300000000000239,-3.79156342857451,3.344476114789535,25.970449393427973,0.0,0.0,1.0,0.739402698934511,0.0,0.1720186180647325
471,0.016000000000005343,-3.782445490335825,3.345621909727096,25.9906990769428,0.0,0.0,1.0,0.740036783611772,0.0,0.1477679917476133
475,0.0010000000000047748,-3.794059988721768,3.344250467904019,25.988383894760428,0.0,0.0,1.0,0.7381193643338806,0.0,0.1767944100680762
479,0.017000000000003013,-3.7912686790666448,3.3434587647361527,25.893800778207947,0.0,0.0,1.0,0.735311722723906,0.0,0.1935507222567762
482,0.03200000000000358,-3.787583161098397,3.3475444317933105,25.05248430183669,0.0,0.0,1.0,0.7430102003936241,0.0,0.1070780194970484
484,0.07900000000000063,-3.78304355444368,3.346596249241444,28.04098334345922,0.0,0.0,1.0,0.7469264328504449,0.0,0.127146200976957
487,0.017000000000003013,-3.76450226475426,3.347969939170728,26.38703539563716,0.0,0.0,1.0,0.7382881874949321,0.0,0.0980722017310079
491,0.03200000000000358,-3.787251026252032,3.3439377168826576,26.191758082773266,0.0,0.0,1.0,0.7358490091754994,0.0,0.183413751715259
495,0.016000000000003567,-3.790423978004734,3.3440394085174,26.002585424213347,0.0,0.0,1.0,0.7294775004958941,0.0,0.181261459230042
499,0.0010000000000047748,-3.7971023250598015,3.3441211905536,26.418861074201928,0.0,0.0,1.0,0.73013123505536,0.0,0.1795305512513755
503,0.0010000000000047748,-3.8053775528158647,3.342940481283274,26.47996738171961,0.0,0.0,1.0,0.7302950718107399,0.0,0.2045201356571002
507,0.017000000000003013,-3.795650309241255,3.342335534292556,26.18555018989021,0.0,0.0,1.0,0.7271383801549656,0.0,0.2173237734919874
511,0.016000000000005343,-3.790473446120488,3.3409100193242898,25.904916556005382,0.0,0.0,1.0,0.7244021503576464,0.0,0.2474946441003629
515,0.0,-3.7799207541995568,3.3419417446795183,25.842054105397366,0.0,0.0,1.0,0.7213171632588171,0.0,0.2256582881946481
519,0.07900000000000063,-3.7933352746466817,3.340993070052495,26.26027994166578,0.0,0.0,1.0,0.7216356499399561,0.0,0.2457368843921925
523,0.0010000000000047748,-3.7884468298188487,3.3415110902495564,26.109184011277247,0.0,0.0,1.0,0.7176276306686575,0.0,0.2347730427728549
527,0.03200000000000358,-3.784529376109808,3.3394858458136367,25.79630324318577,0.0,0.0,1.0,0.7170100563670241,0.0,0.2776371229029917
531,0.0009999999999976694,-3.7821759620123343,3.338877397954293,25.5603878453272,0.0,0.0,1.0,0.7132109883502554,0.0,0.2905148562448779
535,0.0,-3.771765507247928,3.340016083614076,25.589831478249327,0.0,0.0,1.0,0.7102310981396754,0.0,0.2664146970254284
539,0.07900000000000418,-3.7834249844961874,3.339421074234324,25.966624983408124,0.0,0.0,1.0,0.7099583853879319,0.0,0.2790080063956626
543,0.017000000000003013,-3.7779504832267983,3.339913066196168,25.906056904777,0.0,0.0,1.0,0.7101310088335749,0.0,0.2685950495684099
547,0.06300000000000239,-3.81681034390481,3.3530063390337426,24.204039274991032,0.0,0.0,1.0,0.7145164225730443,0.0,0.0
550,0.0010000000000012221,-3.787229675034911,3.3407373419757564,26.170481612448903,0.0,0.0,1.0,0.7350952552423338,0.0,0.2511493415644895
554,0.0010000000000047748,-3.808680533557909,3.3388847884627486,26.07552514251344,0.0,0.0,1.0,0.7222114258918321,0.0,0.2903584369302421
558,0.06300000000000239,-3.796248138024393,3.3382781008008675,25.885481028077127,0.0,0.0,1.0,0.7160269165657152,0.0,0.303198915882615
562,0.017000000000003013,-3.7867692993890456,3.338955474315249,25.761994596602523,0.0,0.0,1.0,0.7128011665518209,0.0,0.2888623784832151
566,3.552713678800501e-15,-3.7781113837561264,3.3390304483662616,25.710725017967786,0.0,0.0,1.0,0.7106005535808221,0.0,0.2872755607770264
570,0.0010000000000012221,-3.7777342736682513,3.338754457820943,25.678340018991022,0.0,0.0,1.0,0.7079214035152753,0.0,0.2931168709121749
574,0.016000000000005343,-3.787471449155264,3.337604125308679,25.694268111563296,0.0,0.0,1.0,0.7073276021600953,0.0,0.317463534508666
578,0.0010000000000047748,-3.775235730316498,3.338014963877101,25.606243978772657,0.0,0.0,1.0,0.704570661086784,0.0,0.3087681805034561
582,0.017000000000003013,-3.783803356862587,3.3370508249552584,25.6422386070278,0.0,0.0,1.0,0.7016993175427834,0.0,0.3291740768335358
586,0.016000000000003567,-3.784137389052248,3.3372940334795382,25.696546774222742,0.0,0.0,1.0,0.7022816171895756,0.0,0.3240265946392054
590,0.07900000000000773,-3.779054819049973,3.336178999164467,25.74033273999606,0.0,0.0,1.0,0.7024997748463787,0.0,0.3476261756978545
594,0.016000000000005343,-3.7792479031045296,3.336674870115192,25.71715373886102,0.0,0.0,1.0,0.6989386590213481,0.0,0.337131120489162
598,0.017000000000003013,-3.780306641791635,3.33596846652155,25.65163382859118,0.0,0.0,1.0,0.6986758060286724,0.0,0.3520820763861597
602,0.016000000000005343,-3.77660287617465,3.336460166393717,25.67098409767893,0.0,0.0,1.0,0.6959772895220352,0.0,0.3416753016054355
606,0.016000000000005343,-3.7731541894181793,3.336584283248343,25.724053608947177,0.0,0.0,1.0,0.6940198641385995,0.0,0.3390483817591938
610,0.016000000000005343,-3.7907306154894886,3.335029160031238,25.776934163470724,0.0,0.0,1.0,0.6920149924596797,0.0,0.371962396980256
613,0.016000000000005343,-3.788459846791776,3.3377109352902776,24.675325800819056,0.0,0.0,1.0,0.707556026682821,0.0,0.3152029127640754
